ID,VENUE_NUMBER,SERVICE_ID,TYPE,PHRASE,WEIGHT,FOR_DAY,FULL_TEXT
25441869,171768,60863,CRG,pool,0,"2022-07-05 11:08:22",pool
25441868,171768,60862,CRG,"near by",0,"2022-07-05 11:08:19","Are there hospitals Nearby?"
25441867,171768,60860,CRG,reservations,0,"2022-07-05 11:08:13","Can you help me generate a massage reservation?"
25441866,171768,60859,CRG,reservations,0,"2022-07-05 11:08:09","Can you help me generate a spa reservation?"
25441865,171768,60859,CRG,spa,0,"2022-07-05 11:08:09","Can you help me generate a spa reservation?"
25441864,171768,60858,CRG,spa,0,"2022-07-05 11:08:01",Spa
25441863,171768,60857,CRG,reservations,0,"2022-07-05 11:07:52","How can I make a spa reservation?"
25441862,171768,60857,CRG,spa,0,"2022-07-05 11:07:52","How can I make a spa reservation?"
25441861,171768,60856,CRG,reservations,0,"2022-07-05 11:07:44","Can you help me make reservations at an outside restaurant?"
25441860,171768,60856,CRG,restaurant,0,"2022-07-05 11:07:44","Can you help me make reservations at an outside restaurant?"
25441859,171768,60847,CRG,reservations,0,"2022-07-05 11:07:07","Can you help me make reservations at a restaurant outside the hotel?"
25441858,171768,60847,CRG,restaurant,0,"2022-07-05 11:07:07","Can you help me make reservations at a restaurant outside the hotel?"
25441857,171768,60845,CRG,rent,0,"2022-07-05 11:06:35","Can I rent a car?"
25441856,171768,60844,CRG,"shuttle service",0,"2022-07-05 11:06:31","Airport shuttle services"
25441855,171768,60838,CRG,"near by",0,"2022-07-05 11:05:47","Nearby Tours?"
25441854,171768,60838,CRG,"tour packages",0,"2022-07-05 11:05:47","Nearby Tours?"
25441853,171768,60837,CRG,"near by",0,"2022-07-05 11:05:42","What are the outdoor adventure nearby?"
25441852,171768,60836,CRG,"near by",0,"2022-07-05 11:05:39","What are nearby Activities?"
25441851,171768,60835,CRG,"near by",0,"2022-07-05 11:05:35","Activities in, around and near the hotel/property"
25441850,171768,60833,CRG,tickets,0,"2022-07-05 11:05:30","Obtain tickets for external shows and events"
25441849,171768,60833,CRG,program,0,"2022-07-05 11:05:30","Obtain tickets for external shows and events"
25441848,171768,60832,CRG,reservations,0,"2022-07-05 11:05:26","Reservation of bottles of champagne or wine"
25441847,171768,60832,CRG,Wine,0,"2022-07-05 11:05:26","Reservation of bottles of champagne or wine"
25441846,171768,60831,CRG,reservations,0,"2022-07-05 11:05:22","Romantic dinner reservations"
25441845,171768,60830,CRG,reservations,0,"2022-07-05 11:05:18","Do you have any experience packages that you would like to reserve?"
25441844,171687,60828,CRG,coffee,0,"2022-07-05 11:05:12","Where can i get more coffee packets for room coffee pot?"
25441843,171768,60825,CRG,"near by",0,"2022-07-05 11:04:43","Are there hospitals Nearby?"
25441842,171768,60824,CRG,medical,0,"2022-07-05 11:04:39","Do you have medical shops or pharmacy shops?"
25441841,171768,60823,CRG,hospital,0,"2022-07-05 11:04:34","Nearest hospital"
25441840,171768,60821,CRG,emergency,0,"2022-07-05 11:04:19","I need medical emergency"
25441839,171768,60821,CRG,medical,0,"2022-07-05 11:04:19","I need medical emergency"
25441838,171768,60818,CRG,emergency,0,"2022-07-05 11:03:43","Medical emergency"
25441837,171768,60818,CRG,medical,0,"2022-07-05 11:03:43","Medical emergency"
25441836,171768,60817,CRG,"hours of operation",0,"2022-07-05 11:03:22","Can you open the minibar for me?"
25441835,171768,60816,CRG,"not clean",0,"2022-07-05 11:03:02","The room is dirty"
25441834,171768,60814,CRG,"order food",0,"2022-07-05 11:00:32","Problems with food order"
25441833,171768,60813,CRG,wifi,0,"2022-07-05 11:00:23","Wifi Information"
25441832,171768,60812,CRG,wifi,0,"2022-07-05 11:00:19","Do you have problem connecting to wifi?"
25441831,171768,60811,CRG,wifi,0,"2022-07-05 11:00:16","Internet Information"
25441830,171768,60810,CRG,wifi,0,"2022-07-05 11:00:13","What is wifi name and password?"
25441829,171768,60810,CRG,wifi,0,"2022-07-05 11:00:13","What is wifi name and password?"
25441828,171768,60809,CRG,wifi,0,"2022-07-05 11:00:10","I can't connect to the internet"
25441827,171768,60808,CRG,wifi,0,"2022-07-05 11:00:04","Can you help me with my internet connection"
25441826,171768,60806,CRG,wifi,0,"2022-07-05 10:59:54","Message for WIFI related problems"
25441825,171768,60805,CRG,"drinking water",0,"2022-07-05 10:59:50","Can you send me bottled water?"
25441824,171768,60803,CRG,"drinking water",0,"2022-07-05 10:59:28","Bottled water for guests"
25441823,171768,60802,CRG,microwave,0,"2022-07-05 10:59:24","Do I need a microwave?"
25441822,171768,60800,CRG,discount,0,"2022-07-05 10:59:13","Do you have discount for extended stays?"
25441821,171768,60800,CRG,"extend stay",0,"2022-07-05 10:59:13","Do you have discount for extended stays?"
25441820,171768,60797,CRG,discount,0,"2022-07-05 10:59:03","Do you have discount for extended stays?"
25441819,171768,60797,CRG,"extend stay",0,"2022-07-05 10:59:03","Do you have discount for extended stays?"
25441818,171768,60796,CRG,reservations,0,"2022-07-05 10:58:58","I would like to quote a reservation for a group."
25441817,171768,60795,CRG,"luggage storage",0,"2022-07-05 10:58:49","Do you have luggage storage facility?"
25441816,171768,60793,CRG,"shuttle service",0,"2022-07-05 10:58:32","Do you have shuttle Services?"
25441815,171768,60791,CRG,"shuttle service",0,"2022-07-05 10:58:24","Do you have shuttle Services?"
25441814,171768,60787,CRG,"wakeup call",0,"2022-07-05 10:57:27","Can I get a wakeup call?"
25441813,171768,60786,CRG,"alarm clock",0,"2022-07-05 10:57:25","Do you have an alarm clock?"
25441812,171768,60784,CRG,"hours of operation",0,"2022-07-05 10:57:17","What are the open and close time for the business center?"
25441811,171768,60784,CRG,"hours of operation",0,"2022-07-05 10:57:17","What are the open and close time for the business center?"
25441810,171768,60784,CRG,"hours of operation",0,"2022-07-05 10:57:17","What are the open and close time for the business center?"
25441809,171768,60784,CRG,"business center",0,"2022-07-05 10:57:17","What are the open and close time for the business center?"
25441808,171768,60783,CRG,"meeting room",0,"2022-07-05 10:57:12","Can I book a meeting room?"
25441807,171768,60782,CRG,"event room",0,"2022-07-05 10:57:04","Do you have event room or a event hall?"
25441806,171768,60781,CRG,"hours of operation",0,"2022-07-05 10:57:00","What are the open and close time for the business center?"
25441805,171768,60781,CRG,"hours of operation",0,"2022-07-05 10:57:00","What are the open and close time for the business center?"
25441804,171768,60781,CRG,"hours of operation",0,"2022-07-05 10:57:00","What are the open and close time for the business center?"
25441803,171768,60781,CRG,"business center",0,"2022-07-05 10:57:00","What are the open and close time for the business center?"
25441802,171768,60780,CRG,"meeting room",0,"2022-07-05 10:56:56","Can I book a meeting room?"
25441801,171768,60779,CRG,"early checkin",0,"2022-07-05 10:56:52","What are the charges for early checkin?"
25441800,171768,60778,CRG,"express checkin",0,"2022-07-05 10:56:47","Do you have Express Checkin?"
25441799,171768,60777,CRG,Check-in,0,"2022-07-05 10:56:23","Can I check in early?"
25441798,171768,60776,CRG,"check out",0,"2022-07-05 10:56:18","What is the Your Checkout Procedure?"
25441797,171768,60775,CRG,"check out",0,"2022-07-05 10:56:15","What is your Checkout Policy?"
25441796,171768,60774,CRG,"check out",0,"2022-07-05 10:56:07","Can I check out late?"
25441795,171768,60773,CRG,"room upgrade",0,"2022-07-05 10:56:03","Can I upgrade to a disabled room?"
25441794,171768,60772,CRG,"room upgrade",0,"2022-07-05 10:55:58","I would like to upgrade to a higher category room"
25441793,171768,60771,CRG,"room upgrade",0,"2022-07-05 10:55:49","Can I upgrade to a connected room?"
25441792,171698,60769,CRG,wifi,0,"2022-07-05 10:51:00","I can't connect to the internet"
25441791,171698,60768,CRG,"wakeup call",0,"2022-07-05 10:50:19","Can I get a wakeup call?"
25441790,171698,60767,CRG,"alarm clock",0,"2022-07-05 10:50:16","Do you have an alarm clock?"
25441789,171698,60765,CRG,"table & Chair",0,"2022-07-05 10:50:08","Do you have a chair in the room?"
25441788,171698,60764,CRG,"table & Chair",0,"2022-07-05 10:48:32","Do you have a chair in the room?"
25441787,171698,60763,CRG,"hours of operation",0,"2022-07-05 10:47:23","What are the open and close time for the business center?"
25441786,171698,60763,CRG,"hours of operation",0,"2022-07-05 10:47:23","What are the open and close time for the business center?"
25441785,171698,60763,CRG,"hours of operation",0,"2022-07-05 10:47:23","What are the open and close time for the business center?"
25441784,171698,60763,CRG,"business center",0,"2022-07-05 10:47:23","What are the open and close time for the business center?"
25441783,171698,60762,CRG,"meeting room",0,"2022-07-05 10:47:17","meeting room"
25441782,171698,60761,CRG,"hours of operation",0,"2022-07-05 10:41:55","What are the open and close time for Gym?"
25441781,171698,60761,CRG,"hours of operation",0,"2022-07-05 10:41:55","What are the open and close time for Gym?"
25441780,171698,60761,CRG,"hours of operation",0,"2022-07-05 10:41:55","What are the open and close time for Gym?"
25441779,171698,60761,CRG,gym,0,"2022-07-05 10:41:55","What are the open and close time for Gym?"
25441778,171698,60760,CRG,gym,0,"2022-07-05 10:41:35","gym location"
25441777,171698,60760,CRG,location,0,"2022-07-05 10:41:35","gym location"
25441776,171698,60759,CRG,"hours of operation",0,"2022-07-05 10:41:27","gym timing"
25441775,171698,60759,CRG,gym,0,"2022-07-05 10:41:27","gym timing"
25441774,171698,60757,CRG,location,0,"2022-07-05 10:41:11","What is the location of the hotel"
25441773,171698,60756,CRG,wifi,0,"2022-07-05 10:41:04","What is the WIFI password"
25441772,171698,60755,CRG,rent,0,"2022-07-05 10:41:00","I would like to rent a car for tomorrow"
25441771,171698,60754,CRG,program,0,"2022-07-05 10:40:57","How do I join the rewards program"
25441770,171698,60752,CRG,"tour packages",0,"2022-07-05 10:40:49","How do I get information about tours"
25441769,171698,60751,CRG,Check-in,0,"2022-07-05 10:40:24","I am coming today.How do I check in"
25441768,171698,60747,CRG,emergency,0,"2022-07-05 10:39:32","i need an emergency"
25441767,171698,60746,CRG,"shuttle service",0,"2022-07-05 10:39:24","Do you have shuttle Services?"
25441766,171698,60743,CRG,"bottle service",0,"2022-07-05 10:38:52","i need the bottle service"
25441765,171698,60740,CRG,"room service",0,"2022-07-05 10:38:22","Is there is room service available?"
25441764,171698,60739,CRG,"hours of operation",0,"2022-07-05 10:37:20","What are the open and close time for the pool?"
25441763,171698,60739,CRG,"hours of operation",0,"2022-07-05 10:37:20","What are the open and close time for the pool?"
25441762,171698,60739,CRG,"hours of operation",0,"2022-07-05 10:37:20","What are the open and close time for the pool?"
25441761,171698,60739,CRG,pool,0,"2022-07-05 10:37:20","What are the open and close time for the pool?"
25441760,171698,60738,CRG,pool,0,"2022-07-05 10:37:16","Do you have Indoor Pool?"
25441759,171698,60737,CRG,pool,0,"2022-07-05 10:37:10",pool
25441758,171698,60736,CRG,spa,0,"2022-07-05 10:37:04","Do you have a SPA?"
25441757,171698,60735,CRG,"hours of operation",0,"2022-07-05 10:37:00","pool timing?"
25441756,171698,60735,CRG,pool,0,"2022-07-05 10:37:00","pool timing?"
25441755,171698,60734,CRG,pool,0,"2022-07-05 10:36:52","location pool"
25441754,171698,60734,CRG,location,0,"2022-07-05 10:36:52","location pool"
25441753,171698,60733,CRG,"hours of operation",0,"2022-07-05 10:36:42","restaurants timing"
25441752,171698,60732,CRG,"hours of operation",0,"2022-07-05 10:36:13","time of hotel"
25441751,171698,60730,CRG,reservations,0,"2022-07-05 10:35:53","how can i reserve nearby restraurant"
25441750,171698,60730,CRG,"near by",0,"2022-07-05 10:35:53","how can i reserve nearby restraurant"
25441749,171698,60726,CRG,"check out",0,"2022-07-05 10:35:22","Do you have Express Checkout?"
25441748,171698,60725,CRG,"late checkout",0,"2022-07-05 10:35:17","Can I do late checkout?"
25441747,171698,60724,CRG,"check out",0,"2022-07-05 10:35:12","What is your Checkout Policy?"
25441746,171698,60723,CRG,"checkout time",0,"2022-07-05 10:35:08","I want to extend my checkout time"
25441745,171698,60722,CRG,"shuttle service",0,"2022-07-05 10:34:49","Do you have shuttle Services?"
25441744,171698,60720,CRG,"shuttle service",0,"2022-07-05 10:34:44","Do you have shuttle Services?"
25441743,171698,60719,CRG,bellman,0,"2022-07-05 10:34:38","I need the bellman service"
25441742,171698,60715,CRG,wifi,0,"2022-07-05 10:33:55","Tv is not connecting to wifi"
25441741,171698,60714,CRG,toothbrush,0,"2022-07-05 10:33:37","I need the toothbrush"
25441740,171698,60713,CRG,crib,0,"2022-07-05 10:33:30","Do you have crib"
25441739,171698,60712,CRG,"wakeup call",0,"2022-07-05 10:32:58","I want a wakeup call"
25441738,171698,60709,CRG,program,0,"2022-07-05 10:32:45","How can i book for a special events"
25441737,171698,60708,CRG,"bottle service",0,"2022-07-05 10:32:41","Do you provide me a water bottle"
25441736,171698,60704,CRG,"extra pillow",0,"2022-07-05 10:32:14","DO you provide me a extra pillow"
25441735,171698,60702,CRG,"not working",0,"2022-07-05 10:31:47","Refrigerator is not working"
25441734,171698,60702,CRG,refrigerator,0,"2022-07-05 10:31:47","Refrigerator is not working"
25441733,171698,60701,CRG,coffee,0,"2022-07-05 10:31:34","Do you provide morning coffee?"
25441732,171698,60700,CRG,"tea maker",0,"2022-07-05 10:31:29","Do you have tea maker?"
25441731,171698,60699,CRG,refrigerator,0,"2022-07-05 10:31:20","Do you have in room refrigerator?"
25441730,171698,60698,CRG,amenities,0,"2022-07-05 10:31:13",Amenities
25441729,171698,60697,CRG,"near by",0,"2022-07-05 10:29:49","Nearby Coffee Shops"
25441728,171698,60697,CRG,coffee,0,"2022-07-05 10:29:49","Nearby Coffee Shops"
25441727,171698,60696,CRG,coffee,0,"2022-07-05 10:29:46","Do you have coffee maker?"
25441726,171698,60695,CRG,amenities,0,"2022-07-05 10:29:30",Amenities
25441725,171698,60691,CRG,amenities,0,"2022-07-05 10:29:07",Amenities
25441724,171752,60688,CRG,"bottle service",0,"2022-07-05 10:27:14","Do you provide me a water bottle"
25441723,171752,60686,CRG,flu,0,"2022-07-05 10:26:42","I had fever"
25441722,171752,60685,CRG,emergency,0,"2022-07-05 10:26:17","I need the medical emergency"
25441721,171752,60685,CRG,medical,0,"2022-07-05 10:26:17","I need the medical emergency"
25441720,171752,60684,CRG,"not working",0,"2022-07-05 10:25:42","Refrigerator is not working"
25441719,171752,60684,CRG,refrigerator,0,"2022-07-05 10:25:42","Refrigerator is not working"
25441718,171752,60683,CRG,microwave,0,"2022-07-05 10:25:28","Do you have Microwave"
25441717,171752,60680,CRG,"check out",0,"2022-07-05 10:25:06","Do you have Express Checkout?"
25441716,171752,60679,CRG,"late checkout",0,"2022-07-05 10:25:03","Can I do late checkout?"
25441715,171752,60678,CRG,"check out",0,"2022-07-05 10:25:00","What is the Your Checkout Procedure?"
25441714,171752,60677,CRG,"check out",0,"2022-07-05 10:24:57","What is your Checkout Policy?"
25441713,171752,60676,CRG,"checkout time",0,"2022-07-05 10:24:46","I want to extend my checkout time"
25441712,171752,60673,CRG,"extra towels",0,"2022-07-05 10:23:18","Do you provide me towel at room no 56"
25441711,171752,60668,CRG,housekeeping,0,"2022-07-05 10:22:06","I need the cleaning service"
25441710,171752,60667,CRG,reservations,0,"2022-07-05 10:21:44","I want to reserve the extra one Room"
25441709,171752,60666,CRG,spa,0,"2022-07-05 10:21:13","SPA is available?"
25441708,171752,60665,CRG,reservations,0,"2022-07-05 10:20:36","how can i reserve nearby restraurant"
25441707,171752,60665,CRG,"near by",0,"2022-07-05 10:20:36","how can i reserve nearby restraurant"
25441706,171752,60661,CRG,wifi,0,"2022-07-05 10:20:12","Wifi is not connecting to Tv"
25441705,171752,60660,CRG,charger,0,"2022-07-05 10:20:05","what kind chargers do you have"
25441704,171752,60659,CRG,charger,0,"2022-07-05 10:19:56","Do you have computer chargers?"
25441703,171752,60654,CRG,"wakeup call",0,"2022-07-05 10:17:41","Can I get a wakeup call?"
25441702,171752,60650,CRG,reservations,0,"2022-07-05 10:15:46","I want to reserve the another room"
